Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3vkQ5DAB1qQMYO4Mr9zJN6,"0LcJLqbBmaGUft1e9Mm8HV","Gimme! Gimme! Gimme! (A Man After Midnight)","Voulez-Vous","ABBA",1979,292613,84,spotify:user:kelsey2701,2021-07-10T23:59:59Z,"europop,swedish pop",0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,4
2n3CaPGPLYnYAvTEwKCX8t,"04abdnqPQe2N4fjztDea6z,0TnOYISbd1XYRBk9myaseg","Mmm Yeah (feat. Pitbull)","The Secret","Austin Mahone,Pitbull",2014,231624,67,spotify:user:kelsey2701,2021-07-11T00:00:06Z,"pop,post-teen pop,dance pop,miami hip hop",0.712,0.922,6,-3.902,0,0.0411,0.00266,0.0000019,0.268,0.976,125.984,4
2gam98EZKrF9XuOkU13ApN,"2jw70GZXlAI8QzWeY2bgRc,5Y5TRrQiqgUO4S36tzjIRZ","Promiscuous","Loose","Nelly Furtado,Timbaland",2006-01-01,242293,87,spotify:user:kelsey2701,2021-07-11T00:00:25Z,"canadian latin,canadian pop,dance pop,pop,pop rap",0.808,0.97,10,-6.098,0,0.0506,0.0569,0.0000613,0.154,0.868,114.328,4
0k2GOhqsrxDTAbFFSdNJjT,"3Isy6kedDrgPYoTS1dazA9","Temperature","The Trinity","Sean Paul",2005-09-26,218573,84,spotify:user:kelsey2701,2021-07-11T00:00:29Z,"dance pop,dancehall,pop,pop rap",0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,4
25eqvo98PrVPYkT7pT5oka,"0wx8MhvdWYW700jqMvCl1G","Rude Boy","Rude Boy","AZ2A",2019-07-12,159573,58,spotify:user:kelsey2701,2021-07-11T00:00:37Z,"",0.533,0.886,1,-4.812,1,0.0732,0.00649,0.00000775,0.363,0.88,123.834,4
4MKzCHlZvkwJOQRNkdw4zq,"1Cs0zKBU1kc0i8ypK3B9ai,0z4gvV4rjIZ9wHck67ucSV","Sexy Chick (feat. Akon)","One More Love","David Guetta,Akon",2010-11-22,194346,60,spotify:user:kelsey2701,2021-07-11T00:00:39Z,"big room,dance pop,edm,pop,pop dance",0.809,0.562,11,-7.694,0,0.0534,0.0816,0.000418,0.105,0.798,130.003,4
51pshtuYkgUQnt5huMPbKL,"4LLpKhyESsyAXpc4laK94U","The Spins","K.I.D.S.","Mac Miller",2010-08-13,195873,7,spotify:user:kelsey2701,2021-07-11T00:00:50Z,"hip hop,pittsburgh rap,rap",0.794,0.766,9,-3.894,0,0.0377,0.0135,0,0.0785,0.55,127.007,4
2oENJa1T33GJ0w8dC167G4,"6S0dmVVn4udvppDhZIWxCr","Fire Burning","Tomorrow","Sean Kingston",2009-09-07,239986,76,spotify:user:kelsey2701,2021-07-11T00:01:06Z,"dance pop,miami hip hop,pop",0.839,0.804,1,-2.513,1,0.0329,0.0192,0,0.331,0.888,122.973,4
6ap9lSRJ0iLriGLqoJ44cq,"6fWVd57NKTalqvmjRd2t8Z","CITY OF ANGELS","DROPPED OUTTA COLLEGE","24kGoldn",2019-11-22,112493,72,spotify:user:kelsey2701,2021-07-11T00:01:25Z,"cali rap,pop rap",0.686,0.541,0,-4.993,0,0.0493,0.042,0,0.0675,0.724,120.082,4
5SsR3wtCOafDmZgvIdRhSm,"5IcR3N7QB1j6KBL8eImZ8m","Man Of The Year","Oxymoron (Deluxe)","ScHoolboy Q",2014-01-01,216013,73,spotify:user:kelsey2701,2021-07-11T00:01:57Z,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap",0.749,0.865,3,-5.228,1,0.0413,0.00536,0,0.198,0.371,111.914,4
4hanO6Du5J7QEguNHYZHmw,"3Fl1V19tmjt57oBdxXKAjJ,1pPmIToKXyGdsCF6LmqLmI","Daddy (feat. Rich The Kid)","Dirt Bag","Blueface,Rich The Kid",2019-08-09,151146,61,spotify:user:kelsey2701,2021-07-11T00:02:15Z,"cali rap,rap,atl hip hop,melodic rap,plugg,trap",0.869,0.59,11,-8.214,1,0.257,0.07,0,0.236,0.479,107.934,4
4MRT0dDbhqFKl67WzhUbSw,"0hCNtLu0JehylgoiP8L4Gh,3TVXtAsR1Inumwj472S9r4,55Aa2cqylxrFIXC767Z865,7bXgB6jMjp9ATFy66eO08Z","Only","The Pinkprint (Deluxe)","Nicki Minaj,Drake,Lil Wayne,Chris Brown",2014-12-15,312026,73,spotify:user:kelsey2701,2021-07-11T00:02:19Z,"hip pop,pop,queens hip hop,rap,canadian hip hop,canadian pop,hip hop,pop rap,new orleans rap,trap,r&b",0.573,0.495,8,-7.245,0,0.592,0.405,0,0.0969,0.255,179.196,3
7ySUcLPVX7KudhnmNcgY2D,"5pKCCKE2ajJHZ9KAiaK11H","S&M","Loud (Japan Version)","Rihanna",2010-01-01,243600,85,spotify:user:kelsey2701,2021-07-11T00:02:31Z,"barbadian pop,pop,urban contemporary",0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,4
3A2yGHWIzmGEIolwonU69h,"37hAfseJWi0G3Scife12Il","Act Up","Girl Code","City Girls",2018-11-16,158332,69,spotify:user:kelsey2701,2021-07-11T00:02:48Z,"scam rap,trap queen",0.938,0.638,8,-4.713,1,0.189,0.0167,0,0.111,0.313,97.075,4
0CAfXk7DXMnon4gLudAp7J,"0jnsk9HBra6NMjO2oANoPY,3aQeKQSyrW4qWr35idm0cy","Low (feat. T-Pain)","Mail on Sunday","Flo Rida,T-Pain",2008-03-17,231400,85,spotify:user:kelsey2701,2021-07-11T00:03:05Z,"dance pop,miami hip hop,pop,pop rap,gangster rap,hip hop,r&b,rap,southern hip hop,trap,urban contemporary",0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,4
3AjyOYxBv8bByfBtG5o9dP,"5YGY8feqx7naU7z4HrwZM6","See You Again","Meet Miley Cyrus","Miley Cyrus",2007-06-26,190453,74,spotify:user:kelsey2701,2021-07-11T00:03:18Z,"pop",0.692,0.911,9,-5.098,0,0.177,0.015,0.0000771,0.112,0.8,138.975,4
5MYFw4T2gy52pOGBN4EYHS,"26s8LSolLfCIY88ysQbIuT","Stay Fly","Most Known Unknown (Explicit)","Three 6 Mafia",2005-09-27,236600,71,spotify:user:kelsey2701,2021-07-11T00:03:27Z,"crunk,dirty south rap,gangster rap,memphis hip hop,southern hip hop,tennessee hip hop,trap",0.789,0.881,11,-5.758,1,0.0331,0.109,0,0.355,0.647,133.299,4
0fgZUSa7D7aVvv3GfO0A1n,"0f5nVCcR06GX8Qikz0COtT,7bXgB6jMjp9ATFy66eO08Z,5ZS223C6JyBfXasXxrRqOk","Post to Be (feat. Chris Brown & Jhene Aiko)","Sex Playlist","Omarion,Chris Brown,Jhené Aiko",2014-12-02,226580,72,spotify:user:kelsey2701,2021-07-11T00:03:39Z,"dance pop,hip pop,r&b,rap,southern hip hop,trap,urban contemporary",0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,4
6IaieqiCVvsNvEt6Y7yOFa,"246dkjvS1zLTtiykXe5h60,0hCNtLu0JehylgoiP8L4Gh","Ball For Me (feat. Nicki Minaj)","beerbongs & bentleys","Post Malone,Nicki Minaj",2018-04-27,206266,69,spotify:user:kelsey2701,2021-07-11T00:03:46Z,"dfw rap,melodic rap,pop,rap,hip pop,queens hip hop",0.797,0.55,9,-4.166,1,0.24,0.513,0,0.0786,0.543,134.206,4
6n9yCXvLhnYMgJIiIcMu7D,"6deZN1bslXzeGvOLaLMOIF","Rockstar","All the Right Reasons (Special Edition)","Nickelback",2005-09-26,252040,68,spotify:user:kelsey2701,2021-07-11T00:03:55Z,"alternative metal,canadian rock,post-grunge",0.616,0.91,0,-3.004,1,0.0386,0.0459,0,0.343,0.693,144.072,4
4DuUwzP4ALMqpquHU0ltAB,"2LIk90788K0zvyj2JJVwkJ","Tyler Herro","Tyler Herro","Jack Harlow",2020-10-22,156497,67,spotify:user:kelsey2701,2021-07-11T00:04:21Z,"deep underground hip hop,kentucky hip hop,pop rap,rap",0.794,0.756,5,-7.16,0,0.136,0.11,0,0.247,0.775,123.066,4
6qMXubogFdMrvVMJwqATzd,"0HjYETXAvcL6mzaKjAmH2K,1dfpwerOGBId6qD7LVwpoB","Jordan Belfort","Jordan Belfort","Wes Walker,Dyl",2015-08-26,207911,66,spotify:user:kelsey2701,2021-07-11T00:04:35Z,"",0.86,0.719,11,-4.325,0,0.33,0.125,0,0.0799,0.496,160.049,4
1H7KnK26kc1YyellpbINEn,"0eDvMgVFoNV3TpwtrVCoTj,3q7HBObVc0L8jNeTe5Gofh,757aE44tKEUQEqRuT6GnEB","The Woo (feat. 50 Cent & Roddy Ricch)","Shoot For The Stars Aim For The Moon","Pop Smoke,50 Cent,Roddy Ricch",2020-07-03,201600,74,spotify:user:kelsey2701,2021-07-11T00:04:42Z,"brooklyn drill,rap,east coast hip hop,gangster rap,hip hop,pop rap,queens hip hop,melodic rap,trap",0.49,0.618,1,-5.655,1,0.104,0.0221,0.00000377,0.259,0.286,99.7,4
5YJtMNWKe55yr49cyJgxva,"0N0d3kjwdY2h7UVuTdJGfp","Everytime We Touch","Everytime We Touch (Premium Edition)","Cascada",2010-02-12,197124,78,spotify:user:kelsey2701,2021-07-11T00:04:57Z,"eurodance,europop,german techno,melbourne bounce international",0.633,0.976,8,-5.362,1,0.0519,0.00281,0.0000129,0.382,0.493,142.027,4
2zsWRxMcUdGjj8TnWkVKw0,"100sLnojEpcadRx4edEBA6","Hypnotic","Kicker","Zella Day",2015-01-01,176786,65,spotify:user:kelsey2701,2021-07-11T00:05:07Z,"alt z,electropop,gauze pop,indie poptimism",0.637,0.724,6,-5.151,0,0.0403,0.119,0,0.299,0.414,80.982,4
6nQdrzI6jqsIqYT7D6YLZW,"7DuTB6wdzqFJGFLSH17k8e,181bsRPaVXVlUKXrxwZfHK","Bestie (feat. Megan Thee Stallion)","Bestie (feat. Megan Thee Stallion)","Bhad Bhabie,Megan Thee Stallion",2019-05-03,139678,49,spotify:user:kelsey2701,2021-07-11T00:05:16Z,"trap queen,viral rap,houston rap,pop,r&b,rap",0.903,0.662,1,-4.242,1,0.286,0.0823,0,0.19,0.684,101.975,4
74lnM5V6ecvoTPV0fvptx9,"2rhFzFmezpnW82MNqEKVry,4MCBfE4596Uoi2O4DtmEMz","Nuketown (feat. Juice WRLD)","STOKELEY","Ski Mask The Slump God,Juice WRLD",2018-11-30,166400,76,spotify:user:kelsey2701,2021-07-11T00:05:28Z,"hip hop,miami hip hop,pop rap,rap,trap,underground hip hop,chicago rap,melodic rap",0.808,0.617,10,-9.32,0,0.442,0.113,0,0.734,0.632,149.962,4
1a7WZZZH7LzyvorhpOJFTe,"4MCBfE4596Uoi2O4DtmEMz,4O15NlyKLIASxsJ0PrXPfz","Wasted (feat. Lil Uzi Vert)","Goodbye & Good Riddance","Juice WRLD,Lil Uzi Vert",2018-12-10,258475,78,spotify:user:kelsey2701,2021-07-11T00:05:36Z,"chicago rap,melodic rap,rap,hip hop,philly rap,rage rap",0.742,0.579,0,-5.024,1,0.202,0.0381,0,0.0952,0.502,144.994,4
3ETODIaJJowBKL0mgSrBjy,"4VQjfdCN5W8jvwy4AvEnin","Swerve","Playground","Sad Frosty",2019-11-15,96000,50,spotify:user:kelsey2701,2021-07-11T00:05:50Z,"meme rap",0.769,0.828,1,-4.183,1,0.354,0.239,0,0.0687,0.683,154.684,4
3DWjFSDEQ9IWz1mj449fB7,"0eDvMgVFoNV3TpwtrVCoTj","Get Back","Meet The Woo 2","Pop Smoke",2020-02-07,108160,75,spotify:user:kelsey2701,2021-07-11T00:05:54Z,"brooklyn drill,rap",0.798,0.649,9,-6.546,1,0.306,0.0746,0.0000134,0.517,0.566,142.006,4
7m97yKVzPpXV9Z4ezEziOD,"3nFkdlSjzX9mRTtwJOzDYB,6ZhjJOJXXwnPS8PrXdmjLw","Big Pimpin'","Vol. 3... Life And Times Of S. Carter","JAY-Z,UGK",1999-12-28,283066,74,spotify:user:kelsey2701,2021-07-11T00:06:03Z,"east coast hip hop,gangster rap,hip hop,pop rap,rap,dirty south rap",0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,4
6TVYfpUgrhL06qWlljUW5L,"6cK3NBO6uP7hh0oyuVELFl","Trick","ICY","Saweetie",2019-03-29,158869,32,spotify:user:kelsey2701,2021-07-11T00:06:18Z,"cali rap,trap queen",0.722,0.631,3,-7.696,0,0.274,0.0719,0.00406,0.174,0.599,177.996,4
1Ser4X0TKttOvo8bgdytTP,"7iZtZyCzp3LItcw1wtPI3D","Come Get Her","SremmLife","Rae Sremmurd",2015-01-06,212946,77,spotify:user:kelsey2701,2021-07-11T00:06:35Z,"melodic rap,mississippi hip hop,pop rap,rap,trap",0.689,0.564,2,-6.226,1,0.136,0.187,0,0.0721,0.123,185.023,4
4AYX69oFP3UOS1CFmV9UfO,"2iojnBLj0qIMiKPvVhLnsH,0hCNtLu0JehylgoiP8L4Gh","Bottoms Up (feat. Nicki Minaj)","Passion, Pain & Pleasure (Deluxe Version)","Trey Songz,Nicki Minaj",2010-09-14,242013,75,spotify:user:kelsey2701,2021-07-11T00:06:44Z,"dance pop,r&b,southern hip hop,trap,urban contemporary,hip pop,pop,queens hip hop,rap",0.844,0.601,1,-5.283,1,0.157,0.0205,0,0.385,0.331,73.989,4
4NOZ35Dhucr6UlVyLOtktd,"5P2rwRBgIN450RaJxdjYdA,0z4gvV4rjIZ9wHck67ucSV","Dangerous","Not 4 Sale","Kardinal Offishall,Akon",2008-01-01,246053,77,spotify:user:kelsey2701,2021-07-11T00:07:02Z,"canadian old school hip hop,dance pop",0.949,0.79,8,-5.957,1,0.0756,0.00437,0,0.0816,0.807,117.002,4
0srwKuJPH8yBzzFUJMBQM2,"5LHRHt1k9lMyONurDHEdrp","Rack City","Careless World: Rise Of The Last King","Tyga",2012-01-01,203200,71,spotify:user:kelsey2701,2021-07-11T00:07:21Z,"hip hop,pop rap,rap,trap",0.929,0.339,1,-10.881,1,0.371,0.0373,0.0000196,0.187,0.273,98.986,4
5D2mYZuzcgjpchVY1pmTPh,"3q7HBObVc0L8jNeTe5Gofh,5YBSzuCs7WaFKNr7Bky0Uf","Candy Shop","The Massacre","50 Cent,Olivia",2005-03-03,209106,84,spotify:user:kelsey2701,2021-07-11T00:07:36Z,"east coast hip hop,gangster rap,hip hop,pop rap,queens hip hop,rap",0.614,0.574,11,-7.961,1,0.466,0.0253,0.000032,0.38,0.755,125.173,5
5rb9QrpfcKFHM1EUbSIurX,"23zg3TcAtWQy7J6upgbUnj,7sfl4Xt5KmfyDs2T3SVSMK,3ipn9JLAPI5GUEo4y4jcoi","Yeah! (feat. Lil Jon & Ludacris)","Confessions (Expanded Edition)","USHER,Lil Jon,Ludacris",2004-03-23,250373,89,spotify:user:kelsey2701,2021-07-11T00:07:38Z,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary,crunk,dirty south rap,old school atlanta hip hop,pop rap,southern hip hop,trap,hip hop",0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,4
2d8JP84HNLKhmd6IYOoupQ,"6PXS4YHDkKvl1wkIl4V8DL","Trap Queen","Fetty Wap (Deluxe)","Fetty Wap",2015-09-25,222093,78,spotify:user:kelsey2701,2021-07-11T00:07:49Z,"new jersey rap,pop rap,rap,southern hip hop,trap",0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,4
79s5XnCN4TJKTVMSmOx8Ep,"0eDvMgVFoNV3TpwtrVCoTj","Dior","Meet The Woo","Pop Smoke",2019-07-26,216386,83,spotify:user:kelsey2701,2021-07-11T00:07:54Z,"brooklyn drill,rap",0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,4
005lwxGU1tms6HGELIcUv9,"6jJ0s89eD6GaHleKKya26X","I Kissed A Girl","One Of The Boys","Katy Perry",2008-06-17,179640,74,spotify:user:kelsey2701,2021-07-11T00:08:05Z,"pop",0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,4
0CW7rRkUR71iI0jDvDZt24,"0hCNtLu0JehylgoiP8L4Gh","Roman Holiday","Pink Friday ... Roman Reloaded (Deluxe)","Nicki Minaj",2012-01-01,245706,48,spotify:user:kelsey2701,2021-07-11T00:08:23Z,"hip pop,pop,queens hip hop,rap",0.8,0.742,1,-6.21,1,0.0968,0.0305,0.0000798,0.192,0.401,128.078,4
5DOR49R0fehoBmyNL8m4sN,"5IcR3N7QB1j6KBL8eImZ8m","Hell Of A Night","Oxymoron (Deluxe)","ScHoolboy Q",2014-01-01,272453,61,spotify:user:kelsey2701,2021-07-11T00:09:03Z,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap",0.652,0.836,2,-7.179,0,0.153,0.377,0,0.138,0.162,123.946,4
5NuhZIx47GxB5DAXg8jWHN,"0wSIyRIXxXiOBCIV0TyXZH","Addicted to My Ex","Addicted to My Ex","M City JR",2016-06-24,223074,60,spotify:user:kelsey2701,2021-07-11T00:09:22Z,"viral trap",0.83,0.5,1,-6.597,1,0.0725,0.0889,0.000349,0.277,0.0491,140.009,4
3nAq2hCr1oWsIU54tS98pL,"5K4W6rqBFWDnAN6FQUkS6x","Waves","The Life Of Pablo","Kanye West",2016-06-10,181573,75,spotify:user:kelsey2701,2021-07-11T00:09:54Z,"chicago rap,hip hop,rap",0.557,0.586,10,-4.57,1,0.0382,0.0528,0.00000733,0.339,0.0681,96.091,4
5YbrqNUUleF39Ai3b3ruQy,"27w1NoOLMX7tJMYqcetPyG","Liquor Locker","There's Alot Going On","VIC MENSA",2016-06-03,258120,53,spotify:user:kelsey2701,2021-07-11T00:10:08Z,"canadian hip hop,chicago rap,conscious hip hop,underground hip hop",0.497,0.433,6,-7.126,0,0.235,0.0534,0,0.0545,0.447,78.479,4
6bxUnsSGZCmoHHU5auwtps,"0c173mlxpT3dSFRgMO8XPh,55Aa2cqylxrFIXC767Z865,5ZS223C6JyBfXasXxrRqOk","Beware","Hall Of Fame (Deluxe)","Big Sean,Lil Wayne,Jhené Aiko",2013-01-01,235186,73,spotify:user:kelsey2701,2021-07-11T00:10:12Z,"detroit hip hop,hip hop,pop rap,r&b,rap,southern hip hop,trap,new orleans rap",0.7,0.554,1,-5.909,1,0.187,0.219,0.00000136,0.419,0.0633,97.127,4
63rbP24OzfaQCJjsHWZXnY,"1Cs0zKBU1kc0i8ypK3B9ai,0jnsk9HBra6NMjO2oANoPY,0hCNtLu0JehylgoiP8L4Gh","Where Them Girls At (feat. Nicki Minaj & Flo Rida)","Nothing but the Beat 2.0","David Guetta,Flo Rida,Nicki Minaj",2011-08-24,210093,70,spotify:user:kelsey2701,2021-07-11T00:10:18Z,"big room,dance pop,edm,pop,pop dance,miami hip hop,pop rap,hip pop,queens hip hop,rap",0.664,0.872,3,-3.117,1,0.0396,0.0306,0,0.228,0.555,129.873,4
40mjsnRjCpycdUw3xhS20g,"7A8S43ryYdbWpJKeHRZRcq,0eDvMgVFoNV3TpwtrVCoTj,0Y5tJX1MQlPlqiwlOH1tJY","GATTI","JACKBOYS","JACKBOYS,Pop Smoke,Travis Scott",2019-12-27,181144,77,spotify:user:kelsey2701,2021-07-11T00:10:22Z,"pop rap,brooklyn drill,rap,hip hop,slap house",0.594,0.676,2,-5.808,1,0.344,0.135,0,0.163,0.472,143.477,4
463CkQjx2Zk1yXoBuierM9,"6M2wZ9GZgrQXHCFfjv46we,4r63FhuTkUYltbVAg5TQnk","Levitating (feat. DaBaby)","Levitating (feat. DaBaby)","Dua Lipa,DaBaby",2020-10-01,203064,74,spotify:user:kelsey2701,2021-07-11T00:11:07Z,"dance pop,pop,uk pop,hip hop,north carolina hip hop,pop rap,rap,trap",0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4
2q4rjDy9WhaN3o9MvDbO21,"6GMYJwaziB4ekv1Y6wCDWS,4p07QU02SrLsaORo25h2Lg","Kiss Me Thru The Phone","iSouljaBoyTellem","Soulja Boy,Sammie",2008-01-01,193386,81,spotify:user:astaltari,2021-07-11T00:12:27Z,"atl hip hop,chicago bop,dance pop,pop rap,rap,southern hip hop,trap,hip pop,r&b,urban contemporary",0.758,0.712,7,-3.781,1,0.112,0.0185,0,0.0677,0.795,149.998,4
2LvRR121MWFmmEGkuV2vQP,"5ndkK3dpZLKtBklKjxNQwT,17lzZA2AlOHwCwFALHttmp","HeadBand (feat. 2 Chainz)","Underground Luxury","B.o.B,2 Chainz",2013-12-16,220240,69,spotify:user:astaltari,2021-07-11T00:12:30Z,"atl hip hop,dance pop,pop rap,rap,southern hip hop,hip hop,trap",0.919,0.506,1,-7.14,1,0.304,0.132,0,0.0771,0.273,97.465,4
1hGy2eLcmC8eKx7qr1tOqx,"6S0dmVVn4udvppDhZIWxCr","Beautiful Girls","Beautiful Girls","Sean Kingston",2007-07-23,225373,81,spotify:user:astaltari,2021-07-11T00:15:37Z,"dance pop,miami hip hop,pop",0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,4
2BITQ360Knh6qNAOqR7Dyq,"6Xgp2XMz1fhVYe7i6yNAax,699OTQXzgjhIYAHMy9RyPD","Miss The Rage (feat. Playboi Carti)","Miss The Rage (feat. Playboi Carti)","Trippie Redd,Playboi Carti",2021-05-07,236883,31,spotify:user:astaltari,2021-07-11T00:16:57Z,"melodic rap,rap,trap,atl hip hop,plugg,pluggnb,rage rap",0.584,0.859,8,-5.616,1,0.121,0.0144,0,0.847,0.369,77.005,4
799f6Ih1Pu4AUApMyXhxUc,"73sIBHcqh3Z3NyqHKZ7FOL","Bonfire","Camp","Childish Gambino",2011-11-15,192946,2,spotify:user:astaltari,2021-07-11T00:17:14Z,"atl hip hop,hip hop,rap",0.506,0.745,8,-6.044,1,0.331,0.0594,0,0.341,0.311,161.808,4
1G5ho820Xi2Qu3HsBZ26ft,"4hRL2QmahOYxXNmNKtG1AI,3KV3p5EY4AvKxOlhGHORLg","Womp Womp","Womp Womp","Valee,Jeremih",2018-05-04,226533,54,spotify:user:kelsey2701,2021-07-11T00:11:55Z,"atl trap,chicago rap,underground hip hop,pop rap,r&b,southern hip hop,trap,urban contemporary",0.877,0.558,1,-4.896,1,0.342,0.066,0,0.0745,0.493,157.027,4
2hvlfr6ujLjDYKOMJy5PBF,"0FWzNDaEu9jdgcYTbcOa4F","TAPP","WANT","3OH!3",2008-07-07,61826,28,spotify:user:kelsey2701,2021-07-11T00:12:03Z,"dance pop,electropowerpop,pop punk,pop rap,post-teen pop",0.865,0.798,11,-6.607,0,0.367,0.00276,0.71,0.367,0.106,125.005,5
