Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1NXDq5UBby80GsRNjGXVwE,"3e7awlrlDSwF3iM0WBjGMp,6TIYQ3jFPwQSRmorSezPxX",No More Sad Songs (feat. Machine Gun Kelly),Glory Days: The Platinum Edition,"Little Mix,mgk",2017-11-24,225200,0,spotify:user:sonicaron,2019-03-10T00:10:27Z,"girl group,pop,talent show,uk pop,ohio hip hop,pop rap",0.709,0.779,7,-3.534,0,0.0464,0.0777,7.47e-06,0.306,0.701,102.024,4
4z0sS7hwnTZTRKZVahth6J,3e7awlrlDSwF3iM0WBjGMp,Hair,Get Weird (Deluxe),Little Mix,2015-11-06,209280,0,spotify:user:sonicaron,2019-03-10T00:10:31Z,"girl group,pop,talent show,uk pop",0.697,0.841,7,-4.339,1,0.0397,0.00857,4.41e-05,0.661,0.696,153.962,4
2E0fhpXbNfksy2mdjm57bf,3e7awlrlDSwF3iM0WBjGMp,Salute,Salute (The Deluxe Edition),Little Mix,2013-11-11,236013,0,spotify:user:sonicaron,2019-03-10T00:10:35Z,"girl group,pop,talent show,uk pop",0.641,0.732,2,-5.324,1,0.051,0.0992,0.0,0.285,0.352,82.027,4
1uXbwHHfgsXcUKfSZw5ZJ0,6vWDO969PvNqNYHIOW5v0m,Run the World (Girls),4,Beyoncé,2011-06-24,236093,76,spotify:user:sonicaron,2019-03-10T00:11:05Z,"pop,r&b",0.732,0.899,0,-4.237,1,0.143,0.00496,4.64e-05,0.372,0.759,127.091,4
10GJQkjRJcZhGTLagFOC62,5p7f24Rk5HkUZsaS3BLG5F,Most Girls,Most Girls,Hailee Steinfeld,2017-04-28,204400,70,spotify:user:sonicaron,2019-03-10T00:11:10Z,pop,0.756,0.572,9,-7.019,1,0.0763,0.0478,0.0,0.0853,0.417,102.986,4
0v3BMLcwUmAwyqJaf5997o,"1IueXOQyABrMOprrzwQJWN,66TrUkUZ3RM29dqeDQRgyA,6JL8zeS1NmiOftqZTRgdTz,6vXTefBL93Dj5IqAWq6OTv",Just Got Paid,Just Got Paid,"Sigala,Ella Eyre,Meghan Trainor,French Montana",2018-09-07,218250,59,spotify:user:sonicaron,2019-03-10T00:12:04Z,"dance pop,edm,pop dance,uk dance,talent show,uk pop,hip pop,pop,hip hop,pop rap,rap,southern hip hop,trap",0.732,0.922,6,-1.829,0,0.0975,0.0348,0.0,0.146,0.589,120.033,4
2Tuc96S4JToUiQSLW3aMec,6LqNN22kT3074XbTVUrhzX,Rainbow,Rainbow,Kesha,2017-08-11,218640,49,spotify:user:sonicaron,2019-03-10T00:12:31Z,"dance pop,pop",0.622,0.392,0,-6.269,1,0.028,0.692,0.0,0.123,0.547,120.096,4
1NDxZ7cFAo481dtYWdrUnR,"0uGk2czvcpWQA383Im6ajf,7DMveApC7UnC2NPfPvlHSU,0CEK8AzyeD5ZUdUloB6yQV",Pretty Girl - Cheat Codes X CADE Remix,Pretty Girl (Cheat Codes X CADE Remix),"Maggie Lindemann,Cheat Codes,CADE",2017-03-02,193613,70,spotify:user:sonicaron,2019-05-11T19:36:45Z,"alt z,dark pop,pop,edm,pop dance,pop edm",0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,4
76cy1WJvNGJTj78UqeA5zr,6M2wZ9GZgrQXHCFfjv46we,IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,217946,82,spotify:user:sonicaron,2019-05-14T20:30:54Z,"dance pop,pop,uk pop",0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,4
2SZy40PLDk3vFucXUGFCFA,"4Q6nIcaBED8qUel8bBx6Cr,5KKpBU5eC2tJDzf0wmlRp2",You Don't Know Me,You Don't Know Me,"Jax Jones,RAYE",2016-12-09,213946,0,spotify:user:sonicaron,2019-05-26T02:31:35Z,"dance pop,edm,house,pop dance,uk dance,uk pop,uk contemporary r&b",0.874,0.67,11,-6.064,0,0.126,0.165,0.0,0.185,0.68,124.011,4
3TEtGpmiymgVmA0D27dAse,3uihH9rY2n7IgCkO0Rjbe1,Rules,Rules,Killumantii,2017-07-31,151632,53,spotify:user:sonicaron,2019-06-13T04:25:23Z,trap queen,0.868,0.55,11,-8.926,0,0.363,0.0103,0.000297,0.108,0.201,151.917,4
2dlxN435ZY9ruxGYND2Hq0,4fqk0Vw0VrIY8O2eWtmQO2,Almost There - From The Princess and the Frog / Soundtrack Version,The Princess and the Frog,Anika Noni Rose,2009-01-01,144426,0,spotify:user:sonicaron,2019-06-13T22:37:37Z,movie tunes,0.512,0.499,0,-6.485,1,0.0519,0.809,2.22e-05,0.284,0.51,78.907,4
1rqqCSm0Qe4I9rUvWncaom,20JZFwl6HVl6yg8a4H3ZqK,High Hopes,Pray for the Wicked,Panic! At The Disco,2018-06-22,190946,85,spotify:user:sonicaron,2019-06-13T22:37:48Z,"modern rock,pop",0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,4
5p7ujcrUXASCNwRaWNHR1C,26VFTg2z8YR0cCuwLzESi2,Without Me,Without Me,Halsey,2018-10-04,201660,77,spotify:user:sonicaron,2019-06-13T22:38:50Z,"electropop,etherpop,indie poptimism,pop",0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4
0jdny0dhgjUwoIp5GkqEaA,6LqNN22kT3074XbTVUrhzX,Praying,Rainbow,Kesha,2017-08-11,230266,72,spotify:user:sonicaron,2019-06-13T22:39:01Z,"dance pop,pop",0.543,0.39,10,-7.202,1,0.0322,0.489,0.0,0.111,0.303,73.415,4
12GEpg2XOPyqk03JZEZnJs,"23fqKkggKUBHNkbKtXEls4,0C8ZW7ezQVs4URX5aX7Kqx",It Ain’t Me (with Selena Gomez),It Ain't Me,"Kygo,Selena Gomez",2017-02-17,220780,71,spotify:user:sonicaron,2019-06-13T22:39:10Z,"edm,pop,pop dance,tropical house,post-teen pop",0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,4
4DTrKnvkHtwQN6kBu4XXIF,2Zi3RrdQqk63Xj0914STkS,She's So Gone,Lemonade Mouth,Naomi Scott,2011-01-01,186453,68,spotify:user:sonicaron,2019-06-13T22:39:21Z,"movie tunes,post-teen pop,vapor pop",0.518,0.861,11,-4.002,1,0.0673,0.0277,1.42e-06,0.249,0.457,141.986,4
2gTYVoQCUh0QNUaFix01ld,0hCNtLu0JehylgoiP8L4Gh,Chun-Li,Chun-Li,Nicki Minaj,2018-04-12,191605,0,spotify:user:sonicaron,2019-06-13T22:39:33Z,"hip pop,pop,queens hip hop,rap",0.643,0.766,6,-4.788,0,0.384,0.307,1.38e-05,0.107,0.463,97.092,4
4jvmxinTWdqVzFsgDpH5u0,0yb46jwm7gqbZXVXZQ8Z1e,River,Bishop Briggs,Bishop Briggs,2017-04-14,214280,0,spotify:user:sonicaron,2019-06-13T22:39:42Z,modern alternative rock,0.728,0.483,2,-6.726,0,0.0473,0.265,1.48e-06,0.0886,0.575,62.48,4
0VVNXqaDwfHngG2gXaOtlI,6CwfuxIqcltXDGjfZsMd9A,Oh No!,The Family Jewels (Deluxe),MARINA,2010-02-15,180466,0,spotify:user:sonicaron,2019-06-13T22:39:54Z,"metropopolis,pop,pov: indie,uk alternative pop",0.776,0.9,0,-3.97,1,0.0382,0.058,0.0,0.256,0.963,127.051,4
6vsV4D8BM6PioRr1UOx0n2,6qqNVTkY8uBg9cP3Jd7DAH,you should see me in a crown,you should see me in a crown,Billie Eilish,2018-07-18,180566,0,spotify:user:sonicaron,2019-06-13T22:40:53Z,"art pop,pop",0.697,0.552,1,-10.271,0,0.196,0.479,0.127,0.147,0.278,75.235,4
5w7wuzMzsDer96KqxafeRK,6qqNVTkY8uBg9cP3Jd7DAH,COPYCAT,dont smile at me,Billie Eilish,2017-12-22,194711,75,spotify:user:sonicaron,2019-06-13T22:41:04Z,"art pop,pop",0.679,0.388,4,-10.977,0,0.0932,0.353,9.25e-05,0.341,0.234,124.909,4
08bNPGLD8AhKpnnERrAc6G,"64KEffDW9EtZ1y2vBYgq8T,1zNqDE7qDGCsyzJwohVaoX",FRIENDS,FRIENDS,"Marshmello,Anne-Marie",2018-02-09,202620,80,spotify:user:sonicaron,2019-06-13T22:41:21Z,"brostep,edm,pop,progressive electro house",0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4
1GRiBe0kNCNYpjwCHIyynI,34bhyY8jfKez7uKakMfy4y,Girl In A Country Song,Start Here,Maddie & Tae,2015-06-02,217840,58,spotify:user:sonicaron,2019-06-13T22:41:30Z,"contemporary country,country,country road",0.59,0.908,8,-3.789,1,0.084,0.285,0.0,0.36,0.874,160.028,4
3nfMOTjl5Ts1GZScRKuQnF,"32bisvV1h0yF3PeKmWI6sj,1ZjOjsdLODMZvBJol77xMW",So Much Better,Legally Blonde The Musical (Original Broadway Cast Recording),"Laura Bell Bundy,'Legally Blonde' Ensemble",2007-07-16,209226,56,spotify:user:sonicaron,2019-06-13T22:41:46Z,"broadway,country dawn,show tunes",0.587,0.59,2,-10.221,1,0.689,0.564,0.0,0.115,0.426,78.701,4
1Vb4HQnN2kZ5Y2KgYF5TDV,"3Isy6kedDrgPYoTS1dazA9,6M2wZ9GZgrQXHCFfjv46we",No Lie,No Lie,"Sean Paul,Dua Lipa",2016-11-18,221176,60,spotify:user:sonicaron,2019-08-09T07:25:04Z,"dance pop,dancehall,pop,pop rap,uk pop",0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,4
37f4ITSlgPX81ad2EvmVQr,3QLIkT4rD2FMusaqmkepbq,Fight Song,Wildfire,Rachel Platten,2016-01-01,204013,79,spotify:user:sonicaron,2019-08-29T03:10:49Z,"post-teen pop,viral pop",0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,4
0prNGof3XqfTvNDxHonvdK,2wUjUUtkb5lvLKcGKsKqsR,Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,2015-11-13,230226,1,spotify:user:sonicaron,2019-08-29T03:10:52Z,"canadian contemporary r&b,canadian pop,pop",0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,4
7nXq1vaZiz7PdbfojpPjW5,1l7ZsJRRS8wlW3WfJfPfNS,Fighter,Stripped,Christina Aguilera,2002-07-19,245960,70,spotify:user:sonicaron,2019-08-29T03:10:55Z,"dance pop,pop",0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,4
6F5c58TMEs1byxUstkzVeM,6jJ0s89eD6GaHleKKya26X,Roar,PRISM (Deluxe),Katy Perry,2013-10-18,223546,75,spotify:user:sonicaron,2019-08-29T03:10:58Z,pop,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,4
2hgzdQdnfWwtdpZbhZlV72,2DlGxzQSjYe5N6G9nkYghR,Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,2016-04-07,218234,73,spotify:user:sonicaron,2019-08-29T03:11:05Z,"dance pop,pop,urban contemporary",0.757,0.678,8,-5.529,0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,4
5fyIGoaaKelzdyW8ELhYJZ,"0hCNtLu0JehylgoiP8L4Gh,6vWDO969PvNqNYHIOW5v0m",Feeling Myself,The Pinkprint (Deluxe),"Nicki Minaj,Beyoncé",2014-12-15,237840,67,spotify:user:sonicaron,2019-08-29T03:11:19Z,"hip pop,pop,queens hip hop,rap,r&b",0.564,0.703,2,-5.459,1,0.269,0.437,0.00927,0.358,0.477,139.045,4
3Yh9lZcWyKrK9GjbhuS0hR,56oDRnqbIiwx4mymNEv7dS,Good as Hell,Good as Hell,Lizzo,2016-03-09,159735,62,spotify:user:sonicaron,2019-08-29T03:11:23Z,"escape room,minnesota hip hop,pop,trap queen",0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,4
6yARPLK0PV4heEyh7pVMGz,6jJ0s89eD6GaHleKKya26X,Part Of Me,Teenage Dream: The Complete Confection,Katy Perry,2012-01-01,216160,76,spotify:user:sonicaron,2019-08-29T03:11:26Z,pop,0.667,0.922,5,-4.645,1,0.0353,0.000354,0.0,0.0867,0.761,130.01,4
2CZi8d774dBB0wiuWMIpr8,3BmGtnKgCSGYIUhmivXKWX,Miss Independent,Thankful,Kelly Clarkson,2003-04-15,214786,59,spotify:user:sonicaron,2019-08-29T03:11:30Z,"dance pop,pop,talent show",0.655,0.623,11,-6.302,0,0.116,0.0861,0.000346,0.0652,0.615,175.973,4
2eAAEa8pxKF7My0EO4rFgR,6M2wZ9GZgrQXHCFfjv46we,Blow Your Mind (Mwah),Dua Lipa (Deluxe),Dua Lipa,2017-06-02,178583,69,spotify:user:sonicaron,2019-08-29T03:11:41Z,"dance pop,pop,uk pop",0.654,0.796,2,-4.761,0,0.122,0.0188,0.0,0.0948,0.491,108.854,4
1CwNogTShsnsn1C8UhRmYX,6jJ0s89eD6GaHleKKya26X,Rise,Rise,Katy Perry,2016-07-15,203474,64,spotify:user:sonicaron,2019-08-29T03:11:46Z,pop,0.553,0.639,11,-6.445,1,0.0458,0.0468,0.0,0.107,0.442,101.418,4
5qmq61DAAOUaW8AUo8xKhh,56oDRnqbIiwx4mymNEv7dS,Truth Hurts,Cuz I Love You (Deluxe),Lizzo,2019-05-03,173325,61,spotify:user:sonicaron,2019-08-29T03:11:51Z,"escape room,minnesota hip hop,pop,trap queen",0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,4
0NTMtAO2BV4tnGvw9EgBVq,5pKCCKE2ajJHZ9KAiaK11H,Bitch Better Have My Money,Bitch Better Have My Money,Rihanna,2015-03-26,219305,80,spotify:user:sonicaron,2019-08-29T03:11:55Z,"barbadian pop,pop,urban contemporary",0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,4
6r2BECwMgEoRb5yLfp0Hca,1HY2Jd0NmPuamShAr6KMms,Born This Way,Born This Way (Special Edition),Lady Gaga,2011-01-01,260252,72,spotify:user:sonicaron,2020-02-12T04:39:57Z,"art pop,dance pop,pop",0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,4
1T7Htpf1kEvU9Adf8J0ekk,"66CXWjxzNUsdJxJ2JdwvnR,2qxJFvFYMEDqd7ui6kSAcq",Break Free,My Everything (Deluxe),"Ariana Grande,Zedd",2014-08-22,214840,0,spotify:user:sonicaron,2020-02-23T19:44:42Z,"pop,complextro,edm,german techno,pop dance",0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,4
76nqCfJOcFFWBJN32PAksn,4npEfmQ6YuiwW1GpUmaq3F,Kings & Queens,Kings & Queens,Ava Max,2020-03-12,162398,0,spotify:user:sonicaron,2020-06-10T04:05:26Z,pop,0.638,0.688,1,-4.056,0,0.0407,0.00775,0.0,0.126,0.434,129.856,4
5OCJzvD7sykQEKHH7qAC3C,66CXWjxzNUsdJxJ2JdwvnR,God is a woman,Sweetener,Ariana Grande,2018-08-17,197546,81,spotify:user:sonicaron,2020-06-25T01:01:50Z,pop,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,4
3TcL0dyCMyr0kyTTc4NLgI,6dJeKm76NjfXBNTpHmOhfO,Who Says,When The Sun Goes Down,Selena Gomez & The Scene,2011-01-01,195613,78,spotify:user:sonicaron,2020-06-25T01:01:54Z,pop,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,4
1kJtfldK9F7XmsSiSNlbth,"6LqNN22kT3074XbTVUrhzX,4LFgxG38Y0l4Fo1gdQelay",Woman (feat. The Dap-Kings Horns),Rainbow,"Kesha,The Dap-Kings Horns",2017-08-11,196360,66,spotify:user:sonicaron,2020-10-08T05:47:01Z,"dance pop,pop",0.743,0.765,5,-3.588,0,0.039,0.0444,0.0417,0.667,0.34,114.991,4
6h3lMAmmpQDFqoHk9F99IR,1o2NpYGqHiCq7FoiYdyd1x,S.L.U.T.,aurora,Bea Miller,2018-02-23,179146,67,spotify:user:sonicaron,2020-10-08T05:47:04Z,"alt z,pop,talent show",0.722,0.773,5,-4.378,0,0.0792,0.0598,0.0,0.179,0.724,94.997,4
5Glf3tBr73L1fbO9u4pL7r,6JL8zeS1NmiOftqZTRgdTz,Badass Woman - From The Motion Picture The Hustle,Badass Woman (From The Motion Picture The Hustle),Meghan Trainor,2019-05-10,210035,52,spotify:user:sonicaron,2020-10-08T05:47:26Z,"hip pop,pop",0.726,0.869,6,-3.978,1,0.0638,0.0181,0.00022,0.332,0.529,112.966,4
0k664IuFwVP557Gnx7RhIl,56oDRnqbIiwx4mymNEv7dS,Juice,Cuz I Love You,Lizzo,2019-04-19,195144,74,spotify:user:sonicaron,2020-10-08T05:47:31Z,"escape room,minnesota hip hop,pop,trap queen",0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,4
4fkM7M4Uo5AUASnnsRC7EZ,4npEfmQ6YuiwW1GpUmaq3F,Not Your Barbie Girl,Not Your Barbie Girl,Ava Max,2018-08-13,186520,70,spotify:user:sonicaron,2020-10-08T05:47:34Z,pop,0.745,0.642,6,-4.138,0,0.0506,0.103,0.0,0.0335,0.35,120.063,4
78qd8dvwea0Gosb6Fe6j3k,5cj0lLjcoR7YOSnhnX0Po5,Boss Bitch,Boss Bitch,Doja Cat,2020-01-23,134239,81,spotify:user:sonicaron,2020-10-08T05:47:52Z,"dance pop,pop",0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,4
5YeHLHDdQ4nKHk81XFWhCU,66CXWjxzNUsdJxJ2JdwvnR,successful,Sweetener,Ariana Grande,2018-08-17,227386,67,spotify:user:sonicaron,2020-10-08T05:48:56Z,pop,0.847,0.603,0,-4.607,0,0.0397,0.107,7.4e-06,0.106,0.735,114.045,4
2rjjNUYONZqC7wSd1i6OFq,"56oDRnqbIiwx4mymNEv7dS,66CXWjxzNUsdJxJ2JdwvnR",Good as Hell (feat. Ariana Grande),Cuz I Love You (Super Deluxe),"Lizzo,Ariana Grande",2019-04-17,159011,65,spotify:user:sonicaron,2020-10-08T05:49:18Z,"escape room,minnesota hip hop,pop,trap queen",0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,4
13KCcVDJM9rrQlPgGtepK8,6JL8zeS1NmiOftqZTRgdTz,No Excuses,TREAT MYSELF,Meghan Trainor,2020-01-31,152862,58,spotify:user:sonicaron,2020-10-08T05:49:31Z,"hip pop,pop",0.826,0.658,6,-3.846,1,0.0517,0.0226,0.0,0.0417,0.523,115.022,4
7K5dzhGda2vRTaAWYI3hrb,1KCSPY1glIKqW2TotWuXOR,Just Like Fire (From the Original Motion Picture Alice Through The Looking Glass),Just Like Fire (From the Original Motion Picture Alice Through The Looking Glass),P!nk,2016-04-15,215413,73,spotify:user:sonicaron,2020-10-08T05:49:41Z,"dance pop,pop",0.632,0.702,7,-5.92,1,0.148,0.0114,0.0,0.108,0.523,162.958,4
0tV8pOpiNsKqUys0ilUcXz,1c4rxrxy8eDLvMVL1DTiBe,Rise Up,Cheers to the Fall,Andra Day,2015-08-28,253342,76,spotify:user:sonicaron,2020-10-08T05:49:44Z,r&b,0.398,0.316,1,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,4
3hITNo7rheSiDhZLCSKoM5,"1l8Fu6IkuTP0U5QetQJ5Xt,2wIVse2owClT7go1WT98tk",Not That Kinda Girl (feat. Missy Elliott),7/27 (Deluxe),"Fifth Harmony,Missy Elliott",2016-05-27,191133,42,spotify:user:sonicaron,2020-10-08T05:49:57Z,"girl group,pop,talent show,dance pop,hip hop,hip pop,neo soul,pop rap,r&b,rap,urban contemporary,virginia hip hop",0.795,0.908,1,-3.126,1,0.165,0.0175,1.01e-05,0.0418,0.63,115.034,4
3BBahK6YhmPosOymF45cMu,2Zi3RrdQqk63Xj0914STkS,Speechless (Full),Aladdin [Originalnyi saundtrek k filmu (Kazakhskaya versiya)],Naomi Scott,2019-07-12,208800,48,spotify:user:sonicaron,2020-10-08T05:51:44Z,"movie tunes,post-teen pop,vapor pop",0.474,0.489,6,-7.625,0,0.0342,0.467,0.0,0.119,0.23,124.844,4
7pNC5ZIKtwUK0ReSpM3P9f,"5yG7ZAZafVaAlMTeBybKAL,5CCwRZC6euC8Odo6y9X8jr",Black Widow,The New Classic,"Iggy Azalea,Rita Ora",2014-01-01,209423,69,spotify:user:sonicaron,2020-10-08T05:54:51Z,"australian hip hop,dance pop,pop,uk pop",0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,4
16QN8cBubEq706vNtPpOME,3BmGtnKgCSGYIUhmivXKWX,Love So Soft,Meaning of Life,Kelly Clarkson,2017-10-27,172426,57,spotify:user:sonicaron,2020-10-08T05:55:15Z,"dance pop,pop,talent show",0.808,0.581,11,-5.43,1,0.07,0.0053,1.19e-05,0.0828,0.758,130.012,4
0zVMzJ37VQNFUNvdxxat2E,"6vWDO969PvNqNYHIOW5v0m,0hCNtLu0JehylgoiP8L4Gh",Flawless Remix (feat. Nicki Minaj),BEYONCÉ [Platinum Edition],"Beyoncé,Nicki Minaj",2014-11-24,234413,67,spotify:user:sonicaron,2020-10-08T17:37:33Z,"pop,r&b,hip pop,queens hip hop,rap",0.64,0.659,8,-7.273,1,0.215,0.241,8.33e-06,0.484,0.457,136.804,4
5I7sGubUsKo4mVJpBoSVUr,56oDRnqbIiwx4mymNEv7dS,Like a Girl,Cuz I Love You,Lizzo,2019-04-19,184857,58,spotify:user:sonicaron,2020-10-09T03:02:29Z,"escape room,minnesota hip hop,pop,trap queen",0.694,0.807,2,-3.183,1,0.0888,0.0167,0.0,0.547,0.797,144.031,4
6xsEAm6w9oMQYYg3jkEkMT,"06HL4z0CvFAxyc27GXpf02,2YZyLoL8N0Wb9xBt1NhZWg",Bad Blood,Bad Blood,"Taylor Swift,Kendrick Lamar",2015-05-17,200106,72,spotify:user:sonicaron,2020-11-15T20:37:32Z,"pop,conscious hip hop,hip hop,rap,west coast rap",0.654,0.655,11,-7.388,0,0.106,0.0294,0.0,0.139,0.221,170.16,4
